RFI_ID,Project_ID,RFI_Title,Discipline,Submitted_Date,Required_Response_Date,Response_Date,RFI_Status,Response_Days,Responsible_Party,Cost_Impact,Schedule_Impact_Days,Priority
RFI-01161,PRJ-059,Civil clarification item 1161,Civil,2024-10-15,2024-10-25,2024-11-04,Closed,20,Designer,0,0,Normal
RFI-01162,PRJ-059,Electrical clarification item 1162,Electrical,2025-12-21,2026-01-04,2026-01-11,Closed,21,Designer,0,0,Low
RFI-01163,PRJ-059,Plumbing clarification item 1163,Plumbing,2025-10-04,2025-10-14,2025-10-18,Closed,14,Designer,0,0,Normal
RFI-01164,PRJ-059,Plumbing clarification item 1164,Plumbing,2025-12-02,2025-12-12,,Open,,Owner,0,0,Normal
RFI-01165,PRJ-059,Structural clarification item 1165,Structural,2025-04-15,2025-04-25,2025-05-03,Answered,18,Designer,0,0,Normal
RFI-01166,PRJ-059,Plumbing clarification item 1166,Plumbing,2025-10-07,2025-10-17,2025-10-15,Answered,8,Designer,0,0,Normal
RFI-01167,PRJ-059,Mechanical clarification item 1167,Mechanical,2024-12-27,2025-01-06,2025-01-03,Answered,7,Owner,0,0,Normal
RFI-01168,PRJ-059,Mechanical clarification item 1168,Mechanical,2025-09-04,2025-09-14,2025-09-17,Answered,13,Designer,0,0,Normal
RFI-01169,PRJ-059,Electrical clarification item 1169,Electrical,2025-04-10,2025-04-20,2025-05-03,Answered,23,Owner,0,0,Normal
RFI-01170,PRJ-059,General clarification item 1170,General,2025-06-06,2025-06-16,2025-06-25,Answered,19,Designer,0,0,Normal
RFI-01171,PRJ-060,Architectural clarification item 1171,Architectural,2023-06-27,2023-07-11,2023-07-12,Answered,15,Designer,0,0,Low
RFI-01172,PRJ-060,Electrical clarification item 1172,Electrical,2024-04-12,2024-04-19,2024-04-29,Answered,17,Contractor,0,0,High
RFI-01173,PRJ-060,Architectural clarification item 1173,Architectural,2023-10-14,2023-10-24,2023-10-24,Closed,10,External,8300,0,Normal
RFI-01174,PRJ-060,Plumbing clarification item 1174,Plumbing,2023-05-24,2023-06-07,2023-06-19,Answered,26,External,0,0,Low
RFI-01175,PRJ-060,Architectural clarification item 1175,Architectural,2024-05-30,2024-06-13,,Open,,Designer,40500,10,Low
RFI-01176,PRJ-060,Plumbing clarification item 1176,Plumbing,2023-08-07,2023-08-17,2023-08-31,Answered,24,Owner,0,0,Normal
RFI-01177,PRJ-060,Electrical clarification item 1177,Electrical,2024-03-04,2024-03-11,,Open,,Contractor,0,0,High
RFI-01178,PRJ-060,Electrical clarification item 1178,Electrical,2024-05-02,2024-05-12,2024-05-21,Answered,19,Designer,0,0,Normal
RFI-01179,PRJ-060,Mechanical clarification item 1179,Mechanical,2023-03-05,2023-03-15,,Open,,Designer,0,0,Normal
RFI-01180,PRJ-060,Fire Protection clarification item 1180,Fire Protection,2023-08-04,2023-08-14,2023-09-04,Answered,31,Designer,0,0,Normal
RFI-01181,PRJ-060,Structural clarification item 1181,Structural,2024-07-14,2024-07-28,2024-08-04,Closed,21,Owner,17200,0,Low
RFI-01182,PRJ-060,Mechanical clarification item 1182,Mechanical,2024-04-06,2024-04-16,,Open,,Designer,0,0,Normal
RFI-01183,PRJ-060,Architectural clarification item 1183,Architectural,2023-11-04,2023-11-11,2023-11-16,Closed,12,Designer,0,0,High
RFI-01184,PRJ-060,Electrical clarification item 1184,Electrical,2023-08-10,2023-08-24,2023-08-31,Answered,21,Owner,0,0,Low
RFI-01185,PRJ-060,Architectural clarification item 1185,Architectural,2024-02-08,2024-02-18,2024-03-01,Answered,22,Owner,0,0,Normal
RFI-01186,PRJ-061,Structural clarification item 1186,Structural,2024-06-01,2024-06-11,2024-06-18,Closed,17,Designer,0,0,Normal
RFI-01187,PRJ-061,Mechanical clarification item 1187,Mechanical,2024-03-21,2024-03-31,2024-04-13,Answered,23,Designer,0,0,Normal
RFI-01188,PRJ-061,Mechanical clarification item 1188,Mechanical,2023-04-17,2023-04-24,,Open,,Contractor,3200,6,High
RFI-01189,PRJ-061,Mechanical clarification item 1189,Mechanical,2023-04-15,2023-04-25,2023-04-30,Closed,15,Designer,0,0,Normal
RFI-01190,PRJ-061,Mechanical clarification item 1190,Mechanical,2023-07-06,2023-07-13,2023-07-19,Closed,13,External,0,0,High
RFI-01191,PRJ-061,Plumbing clarification item 1191,Plumbing,2023-10-23,2023-11-02,,Open,,Contractor,0,0,Normal
RFI-01192,PRJ-061,Architectural clarification item 1192,Architectural,2024-02-15,2024-02-18,2024-02-24,Closed,9,Contractor,0,0,Critical
RFI-01193,PRJ-061,Electrical clarification item 1193,Electrical,2023-09-21,2023-10-01,2023-10-04,Answered,13,Designer,0,0,Normal
RFI-01194,PRJ-061,Electrical clarification item 1194,Electrical,2024-01-27,2024-02-06,2024-02-22,Answered,26,Contractor,0,0,Normal
RFI-01195,PRJ-061,Mechanical clarification item 1195,Mechanical,2023-04-18,2023-04-28,2023-05-11,Answered,23,Owner,0,0,Normal
RFI-01196,PRJ-061,General clarification item 1196,General,2023-06-04,2023-06-11,2023-06-24,Answered,20,Designer,0,0,High
RFI-01197,PRJ-061,Structural clarification item 1197,Structural,2023-12-27,2024-01-06,2024-01-14,Answered,18,Contractor,0,0,Normal
RFI-01198,PRJ-061,Mechanical clarification item 1198,Mechanical,2024-01-10,2024-01-20,2024-01-27,Closed,17,Contractor,0,0,Normal
RFI-01199,PRJ-061,Plumbing clarification item 1199,Plumbing,2023-11-07,2023-11-21,2023-11-27,Answered,20,Owner,0,0,Low
RFI-01200,PRJ-061,Electrical clarification item 1200,Electrical,2024-09-21,2024-09-28,2024-10-07,Answered,16,Owner,0,0,High
RFI-01201,PRJ-061,Civil clarification item 1201,Civil,2023-07-23,2023-08-06,2023-08-15,Answered,23,Designer,0,0,Low
RFI-01202,PRJ-061,Mechanical clarification item 1202,Mechanical,2023-05-31,2023-06-10,2023-06-19,Closed,19,Contractor,0,0,Normal
RFI-01203,PRJ-061,Architectural clarification item 1203,Architectural,2024-10-21,2024-11-04,,Open,,Contractor,0,0,Low
RFI-01204,PRJ-061,Structural clarification item 1204,Structural,2023-11-17,2023-11-27,2023-12-10,Answered,23,Contractor,0,0,Normal
RFI-01205,PRJ-061,Structural clarification item 1205,Structural,2023-09-20,2023-09-27,2023-10-04,Closed,14,Contractor,0,0,High
RFI-01206,PRJ-061,Architectural clarification item 1206,Architectural,2024-01-23,2024-02-02,2024-02-04,Answered,12,Contractor,0,0,Normal
RFI-01207,PRJ-062,Plumbing clarification item 1207,Plumbing,2025-01-16,2025-01-23,2025-02-03,Answered,18,Designer,0,0,High
RFI-01208,PRJ-062,General clarification item 1208,General,2024-11-02,2024-11-09,2024-11-19,Answered,17,Designer,0,0,High
RFI-01209,PRJ-062,Electrical clarification item 1209,Electrical,2025-06-28,2025-07-08,2025-07-18,Closed,20,Designer,0,0,Normal
RFI-01210,PRJ-062,Architectural clarification item 1210,Architectural,2024-11-22,2024-12-02,2024-12-07,Answered,15,External,1000,7,Normal
RFI-01211,PRJ-062,Plumbing clarification item 1211,Plumbing,2024-08-07,2024-08-17,,Open,,Designer,25600,1,Normal
RFI-01212,PRJ-062,Structural clarification item 1212,Structural,2024-11-07,2024-11-21,2024-11-27,Closed,20,Designer,0,0,Low
RFI-01213,PRJ-062,Electrical clarification item 1213,Electrical,2024-09-15,2024-09-22,2024-10-06,Answered,21,External,18200,2,High
RFI-01214,PRJ-062,Architectural clarification item 1214,Architectural,2025-07-20,2025-07-27,2025-08-08,Closed,19,Designer,0,0,High
RFI-01215,PRJ-062,Electrical clarification item 1215,Electrical,2024-10-21,2024-10-28,2024-11-07,Answered,17,Contractor,0,0,High
RFI-01216,PRJ-062,Fire Protection clarification item 1216,Fire Protection,2025-10-13,2025-10-20,2025-11-05,Answered,23,Designer,11200,3,High
RFI-01217,PRJ-062,General clarification item 1217,General,2025-01-16,2025-01-23,,Open,,Owner,28600,8,High
RFI-01218,PRJ-062,Plumbing clarification item 1218,Plumbing,2025-03-11,2025-03-21,2025-04-06,Answered,26,Contractor,26800,2,Normal
RFI-01219,PRJ-062,Plumbing clarification item 1219,Plumbing,2024-12-18,2025-01-01,2025-01-22,Answered,35,External,0,0,Low
RFI-01220,PRJ-062,General clarification item 1220,General,2024-11-26,2024-12-06,2024-12-13,Answered,17,Designer,0,0,Normal
RFI-01221,PRJ-062,Mechanical clarification item 1221,Mechanical,2024-12-09,2024-12-19,2025-01-07,Closed,29,Owner,6700,3,Normal
RFI-01222,PRJ-062,Civil clarification item 1222,Civil,2025-11-03,2025-11-13,2025-11-25,Answered,22,Owner,0,0,Normal
RFI-01223,PRJ-062,Mechanical clarification item 1223,Mechanical,2025-09-23,2025-10-03,2025-10-16,Answered,23,Contractor,0,0,Normal
RFI-01224,PRJ-062,Architectural clarification item 1224,Architectural,2025-04-24,2025-05-04,2025-05-20,Answered,26,Owner,0,0,Normal
RFI-01225,PRJ-062,Architectural clarification item 1225,Architectural,2025-12-04,2025-12-11,,Open,,Designer,0,0,High
RFI-01226,PRJ-062,Structural clarification item 1226,Structural,2024-10-06,2024-10-16,2024-10-24,Answered,18,Designer,0,0,Normal
RFI-01227,PRJ-062,Electrical clarification item 1227,Electrical,2025-02-04,2025-02-14,2025-03-01,Answered,25,Designer,0,0,Normal
RFI-01228,PRJ-062,General clarification item 1228,General,2024-11-29,2024-12-09,,Open,,Contractor,0,0,Normal
RFI-01229,PRJ-062,Electrical clarification item 1229,Electrical,2025-03-24,2025-04-03,2025-04-22,Answered,29,Designer,59900,0,Normal
RFI-01230,PRJ-062,Electrical clarification item 1230,Electrical,2025-12-01,2025-12-11,,Open,,Designer,0,0,Normal
RFI-01231,PRJ-063,Architectural clarification item 1231,Architectural,2025-08-12,2025-08-19,2025-08-30,Answered,18,Contractor,7400,7,High
RFI-01232,PRJ-063,Architectural clarification item 1232,Architectural,2024-05-20,2024-05-30,2024-06-17,Answered,28,Contractor,0,0,Normal
RFI-01233,PRJ-063,Plumbing clarification item 1233,Plumbing,2024-06-09,2024-06-16,2024-06-19,Answered,10,Contractor,0,0,High
RFI-01234,PRJ-063,Architectural clarification item 1234,Architectural,2025-07-27,2025-08-03,,Open,,Designer,0,0,High
RFI-01235,PRJ-063,Plumbing clarification item 1235,Plumbing,2025-12-24,2026-01-03,,Open,,Designer,174800,2,Normal
RFI-01236,PRJ-063,Fire Protection clarification item 1236,Fire Protection,2025-04-21,2025-04-28,2025-05-11,Closed,20,Designer,49200,8,High
RFI-01237,PRJ-063,Plumbing clarification item 1237,Plumbing,2024-11-26,2024-12-10,2024-12-08,Answered,12,Designer,0,0,Low
RFI-01238,PRJ-063,Electrical clarification item 1238,Electrical,2025-03-02,2025-03-05,2025-03-20,Answered,18,Contractor,0,0,Critical
RFI-01239,PRJ-063,Electrical clarification item 1239,Electrical,2025-01-30,2025-02-09,2025-02-13,Answered,14,Owner,0,0,Normal
RFI-01240,PRJ-063,Architectural clarification item 1240,Architectural,2025-04-11,2025-04-25,2025-04-26,Answered,15,Contractor,0,0,Low
RFI-01241,PRJ-063,Civil clarification item 1241,Civil,2024-06-19,2024-06-22,2024-07-01,Answered,12,Owner,0,0,Critical
RFI-01242,PRJ-063,Civil clarification item 1242,Civil,2024-05-03,2024-05-06,2024-05-21,Answered,18,Designer,18700,6,Critical
RFI-01243,PRJ-063,Mechanical clarification item 1243,Mechanical,2025-01-25,2025-02-04,2025-02-08,Closed,14,External,0,0,Normal
RFI-01244,PRJ-063,Structural clarification item 1244,Structural,2025-06-27,2025-07-07,2025-07-17,Answered,20,Designer,0,0,Normal
RFI-01245,PRJ-063,Fire Protection clarification item 1245,Fire Protection,2025-10-31,2025-11-10,2025-11-23,Answered,23,Designer,0,0,Normal
RFI-01246,PRJ-063,Fire Protection clarification item 1246,Fire Protection,2025-12-28,2026-01-07,2026-01-16,Answered,19,Designer,27900,8,Normal
RFI-01247,PRJ-063,Mechanical clarification item 1247,Mechanical,2024-04-27,2024-05-07,2024-05-15,Closed,18,Contractor,0,0,Normal
RFI-01248,PRJ-063,Architectural clarification item 1248,Architectural,2025-08-26,2025-09-02,2025-09-08,Answered,13,Contractor,37700,3,High
RFI-01249,PRJ-063,General clarification item 1249,General,2024-10-25,2024-11-08,2024-11-21,Answered,27,Contractor,0,0,Low
RFI-01250,PRJ-063,Structural clarification item 1250,Structural,2025-01-18,2025-01-28,2025-02-07,Answered,20,Contractor,15300,4,Normal
RFI-01251,PRJ-063,Electrical clarification item 1251,Electrical,2025-11-28,2025-12-08,2025-12-24,Answered,26,Owner,0,0,Normal
RFI-01252,PRJ-063,Architectural clarification item 1252,Architectural,2025-07-02,2025-07-12,2025-07-16,Answered,14,Contractor,0,0,Normal
RFI-01253,PRJ-063,Electrical clarification item 1253,Electrical,2025-07-14,2025-07-24,2025-07-29,Answered,15,Designer,19600,7,Normal
RFI-01254,PRJ-063,Civil clarification item 1254,Civil,2024-07-15,2024-07-25,,Open,,Designer,0,0,Normal
RFI-01255,PRJ-064,Plumbing clarification item 1255,Plumbing,2024-02-18,2024-02-25,,Open,,Designer,0,0,High
RFI-01256,PRJ-064,Mechanical clarification item 1256,Mechanical,2024-08-31,2024-09-07,2024-09-19,Closed,19,External,0,0,High
RFI-01257,PRJ-064,General clarification item 1257,General,2024-04-03,2024-04-13,2024-04-24,Closed,21,Contractor,0,0,Normal
RFI-01258,PRJ-064,Electrical clarification item 1258,Electrical,2024-01-26,2024-02-02,2024-02-11,Answered,16,Designer,0,0,High
RFI-01259,PRJ-064,Plumbing clarification item 1259,Plumbing,2023-03-05,2023-03-15,2023-03-29,Closed,24,Owner,18100,6,Normal
RFI-01260,PRJ-064,Mechanical clarification item 1260,Mechanical,2022-08-06,2022-08-13,2022-08-21,Closed,15,Designer,0,0,High
RFI-01261,PRJ-064,Structural clarification item 1261,Structural,2022-12-06,2022-12-16,,Open,,Designer,27100,10,Normal
RFI-01262,PRJ-064,Fire Protection clarification item 1262,Fire Protection,2022-11-19,2022-11-29,2022-12-08,Answered,19,Designer,11500,4,Normal
RFI-01263,PRJ-064,Civil clarification item 1263,Civil,2024-04-14,2024-04-24,2024-04-30,Answered,16,Owner,19800,3,Normal
RFI-01264,PRJ-064,Civil clarification item 1264,Civil,2023-07-25,2023-08-01,,Open,,Owner,0,0,High
RFI-01265,PRJ-064,Civil clarification item 1265,Civil,2022-11-18,2022-11-28,2022-12-11,Answered,23,Contractor,30300,1,Normal
RFI-01266,PRJ-064,Mechanical clarification item 1266,Mechanical,2024-06-02,2024-06-09,2024-06-15,Answered,13,Contractor,0,0,High
RFI-01267,PRJ-064,Fire Protection clarification item 1267,Fire Protection,2023-05-20,2023-05-30,,Open,,External,0,0,Normal
RFI-01268,PRJ-064,Structural clarification item 1268,Structural,2022-10-09,2022-10-16,2022-10-25,Answered,16,Owner,17800,4,High
RFI-01269,PRJ-064,Mechanical clarification item 1269,Mechanical,2023-12-19,2023-12-26,2023-12-23,Closed,4,Contractor,0,0,High
RFI-01270,PRJ-064,Civil clarification item 1270,Civil,2022-09-04,2022-09-14,2022-09-28,Answered,24,Designer,3900,8,Normal
RFI-01271,PRJ-065,Electrical clarification item 1271,Electrical,2024-02-16,2024-02-23,2024-03-01,Closed,14,Contractor,0,0,High
RFI-01272,PRJ-065,Structural clarification item 1272,Structural,2024-01-11,2024-01-18,,Open,,Contractor,0,0,High
RFI-01273,PRJ-065,General clarification item 1273,General,2022-09-05,2022-09-12,2022-09-12,Answered,7,Owner,0,0,High
RFI-01274,PRJ-065,Mechanical clarification item 1274,Mechanical,2023-06-29,2023-07-02,2023-07-16,Answered,17,Designer,32200,0,Critical
RFI-01275,PRJ-065,Plumbing clarification item 1275,Plumbing,2021-12-07,2021-12-17,2021-12-27,Answered,20,Contractor,0,0,Normal
RFI-01276,PRJ-065,Electrical clarification item 1276,Electrical,2021-10-27,2021-11-06,2021-11-09,Answered,13,Owner,0,0,Normal
RFI-01277,PRJ-065,Civil clarification item 1277,Civil,2022-10-30,2022-11-09,2022-11-24,Answered,25,Contractor,0,0,Normal
RFI-01278,PRJ-065,Civil clarification item 1278,Civil,2023-02-01,2023-02-11,2023-02-18,Closed,17,Designer,0,0,Normal
RFI-01279,PRJ-065,Architectural clarification item 1279,Architectural,2022-04-13,2022-04-23,2022-05-04,Answered,21,External,5800,3,Normal
RFI-01280,PRJ-065,Structural clarification item 1280,Structural,2022-10-20,2022-10-30,2022-11-16,Closed,27,Designer,15000,2,Normal
RFI-01281,PRJ-065,Architectural clarification item 1281,Architectural,2023-08-29,2023-09-08,2023-09-18,Answered,20,Contractor,0,0,Normal
RFI-01282,PRJ-065,Civil clarification item 1282,Civil,2023-07-08,2023-07-18,2023-07-21,Closed,13,Designer,16000,0,Normal
RFI-01283,PRJ-065,Civil clarification item 1283,Civil,2024-05-04,2024-05-14,,Open,,External,0,0,Normal
RFI-01284,PRJ-065,Mechanical clarification item 1284,Mechanical,2024-05-28,2024-06-04,2024-06-21,Closed,24,Designer,0,0,High
RFI-01285,PRJ-065,Electrical clarification item 1285,Electrical,2023-08-07,2023-08-17,2023-09-05,Closed,29,Designer,0,0,Normal
RFI-01286,PRJ-065,Mechanical clarification item 1286,Mechanical,2023-04-10,2023-04-24,2023-05-07,Closed,27,Contractor,0,0,Low
RFI-01287,PRJ-065,Mechanical clarification item 1287,Mechanical,2023-05-10,2023-05-17,2023-05-26,Answered,16,Designer,5600,6,High
RFI-01288,PRJ-065,Fire Protection clarification item 1288,Fire Protection,2022-12-15,2022-12-25,2022-12-22,Answered,7,Owner,0,0,Normal
RFI-01289,PRJ-065,Architectural clarification item 1289,Architectural,2024-03-23,2024-04-06,2024-04-10,Answered,18,Designer,33500,7,Low
RFI-01290,PRJ-066,Civil clarification item 1290,Civil,2025-09-15,2025-09-22,,Open,,Designer,0,0,High
RFI-01291,PRJ-066,General clarification item 1291,General,2024-02-18,2024-03-03,2024-03-16,Answered,27,Designer,0,0,Low
RFI-01292,PRJ-066,Structural clarification item 1292,Structural,2025-03-19,2025-03-29,2025-03-29,Answered,10,Owner,0,0,Normal
RFI-01293,PRJ-066,Civil clarification item 1293,Civil,2023-08-30,2023-09-06,2023-09-07,Closed,8,Contractor,77600,4,High
RFI-01294,PRJ-066,Structural clarification item 1294,Structural,2025-09-14,2025-09-21,2025-09-25,Closed,11,Designer,41800,2,High
RFI-01295,PRJ-066,General clarification item 1295,General,2024-11-28,2024-12-05,2024-12-13,Closed,15,External,0,0,High
RFI-01296,PRJ-066,Structural clarification item 1296,Structural,2024-12-05,2024-12-19,2024-12-25,Answered,20,Owner,0,0,Low
RFI-01297,PRJ-066,Architectural clarification item 1297,Architectural,2024-03-04,2024-03-14,2024-03-16,Answered,12,Owner,13700,2,Normal
RFI-01298,PRJ-066,Electrical clarification item 1298,Electrical,2025-08-01,2025-08-11,2025-08-23,Answered,22,Designer,0,0,Normal
RFI-01299,PRJ-066,Mechanical clarification item 1299,Mechanical,2025-03-27,2025-04-03,2025-04-11,Answered,15,Owner,12200,6,High
RFI-01300,PRJ-066,Electrical clarification item 1300,Electrical,2025-10-31,2025-11-14,2025-11-21,Answered,21,Designer,0,0,Low
RFI-01301,PRJ-066,Mechanical clarification item 1301,Mechanical,2024-09-19,2024-09-22,2024-09-28,Answered,9,Contractor,0,0,Critical
RFI-01302,PRJ-066,Electrical clarification item 1302,Electrical,2024-06-21,2024-06-28,,Open,,External,11600,3,High
RFI-01303,PRJ-067,Structural clarification item 1303,Structural,2025-03-22,2025-03-29,2025-03-25,Closed,3,Designer,0,0,High
RFI-01304,PRJ-067,Civil clarification item 1304,Civil,2025-09-15,2025-09-25,2025-09-26,Answered,11,Owner,6100,0,Normal
RFI-01305,PRJ-067,Structural clarification item 1305,Structural,2025-01-18,2025-01-28,2025-02-09,Answered,22,Contractor,0,0,Normal
RFI-01306,PRJ-067,Civil clarification item 1306,Civil,2025-04-30,2025-05-10,2025-05-09,Answered,9,Designer,17000,2,Normal
RFI-01307,PRJ-067,Fire Protection clarification item 1307,Fire Protection,2024-08-15,2024-08-22,2024-08-31,Answered,16,Owner,0,0,High
RFI-01308,PRJ-067,Structural clarification item 1308,Structural,2025-10-31,2025-11-10,2025-11-13,Answered,13,Contractor,0,0,Normal
RFI-01309,PRJ-067,Electrical clarification item 1309,Electrical,2025-07-08,2025-07-18,2025-07-30,Answered,22,Designer,0,0,Normal
RFI-01310,PRJ-067,Architectural clarification item 1310,Architectural,2024-07-30,2024-08-13,2024-08-22,Answered,23,Owner,0,0,Low
RFI-01311,PRJ-067,Architectural clarification item 1311,Architectural,2025-04-18,2025-04-28,2025-04-25,Closed,7,Contractor,0,0,Normal
RFI-01312,PRJ-067,Civil clarification item 1312,Civil,2024-06-22,2024-06-29,2024-07-08,Answered,16,Owner,0,0,High
RFI-01313,PRJ-067,Plumbing clarification item 1313,Plumbing,2025-10-23,2025-10-30,2025-11-11,Answered,19,Designer,8100,2,High
RFI-01314,PRJ-067,Mechanical clarification item 1314,Mechanical,2025-05-18,2025-05-25,,Open,,Owner,0,0,High
RFI-01315,PRJ-067,Electrical clarification item 1315,Electrical,2025-10-28,2025-11-11,2025-11-15,Answered,18,Contractor,5100,5,Low
RFI-01316,PRJ-067,Structural clarification item 1316,Structural,2024-10-27,2024-11-10,2024-11-12,Answered,16,Designer,8900,7,Low
RFI-01317,PRJ-067,General clarification item 1317,General,2024-11-05,2024-11-15,2024-11-28,Closed,23,Contractor,12500,6,Normal
RFI-01318,PRJ-067,General clarification item 1318,General,2025-12-31,2026-01-07,,Open,,Designer,0,0,High
RFI-01319,PRJ-067,Electrical clarification item 1319,Electrical,2025-10-03,2025-10-13,,Open,,Contractor,21900,6,Normal
RFI-01320,PRJ-067,Mechanical clarification item 1320,Mechanical,2024-12-27,2025-01-06,2025-01-25,Answered,29,Designer,55400,7,Normal
RFI-01321,PRJ-067,General clarification item 1321,General,2025-06-01,2025-06-04,2025-06-15,Answered,14,Owner,0,0,Critical
RFI-01322,PRJ-067,Mechanical clarification item 1322,Mechanical,2025-05-26,2025-05-29,2025-06-11,Closed,16,Contractor,23400,6,Critical
RFI-01323,PRJ-068,General clarification item 1323,General,2022-12-18,2022-12-25,2022-12-28,Closed,10,Contractor,0,0,High
RFI-01324,PRJ-068,Civil clarification item 1324,Civil,2024-06-06,2024-06-20,,Open,,Designer,0,0,Low
RFI-01325,PRJ-068,Electrical clarification item 1325,Electrical,2025-03-07,2025-03-14,2025-03-26,Answered,19,Designer,14100,5,High
RFI-01326,PRJ-068,Fire Protection clarification item 1326,Fire Protection,2023-07-26,2023-07-29,2023-08-11,Answered,16,Designer,14300,5,Critical
RFI-01327,PRJ-068,Architectural clarification item 1327,Architectural,2022-09-07,2022-09-10,,Open,,Owner,0,0,Critical
RFI-01328,PRJ-068,Architectural clarification item 1328,Architectural,2023-09-26,2023-10-06,2023-10-23,Answered,27,Designer,0,0,Normal
RFI-01329,PRJ-068,Fire Protection clarification item 1329,Fire Protection,2024-10-29,2024-11-05,2024-11-21,Answered,23,External,1300,4,High
RFI-01330,PRJ-068,Plumbing clarification item 1330,Plumbing,2022-10-05,2022-10-08,2022-10-19,answered,14,Designer,48100,5,Critical
RFI-01331,PRJ-068,Mechanical clarification item 1331,Mechanical,2024-04-27,2024-05-07,2024-05-25,Answered,28,Owner,0,0,Normal
RFI-01332,PRJ-068,Structural clarification item 1332,Structural,2024-11-14,2024-11-24,2024-12-03,Answered,19,External,0,0,Normal
RFI-01333,PRJ-068,Architectural clarification item 1333,Architectural,2024-06-27,2024-07-07,2024-07-24,Closed,27,Designer,15800,7,Normal
RFI-01334,PRJ-068,Mechanical clarification item 1334,Mechanical,2023-07-22,2023-08-01,2023-07-18,Closed,25,Contractor,12800,2,Normal
RFI-01335,PRJ-068,Structural clarification item 1335,Structural,2024-10-11,2024-10-18,2024-10-22,Answered,11,Owner,0,0,High
RFI-01336,PRJ-068,Plumbing clarification item 1336,Plumbing,2023-09-17,2023-09-27,2023-10-19,Answered,32,Contractor,145200,5,Normal
RFI-01337,PRJ-068,Plumbing clarification item 1337,Plumbing,2025-03-11,2025-03-21,2025-04-02,Answered,22,Contractor,0,0,Normal
RFI-01338,PRJ-068,Plumbing clarification item 1338,Plumbing,2024-12-23,2025-01-02,2025-01-22,Closed,30,Designer,2100,5,Normal
RFI-01339,PRJ-068,General clarification item 1339,General,2022-10-06,2022-10-16,2022-10-23,Closed,17,Designer,0,0,Normal
RFI-01340,PRJ-068,Civil clarification item 1340,Civil,2024-04-03,2024-04-10,2024-04-17,Closed,14,Contractor,0,0,High
RFI-01341,PRJ-068,Fire Protection clarification item 1341,Fire Protection,2023-06-15,2023-06-18,2023-06-23,Answered,8,Contractor,76500,5,Critical
RFI-01342,PRJ-068,Mechanical clarification item 1342,Mechanical,2024-12-17,2024-12-27,,Open,,Designer,0,0,Normal
RFI-01343,PRJ-068,Fire Protection clarification item 1343,Fire Protection,2024-03-17,2024-03-27,2024-04-01,Answered,15,Designer,20900,0,Normal
RFI-01344,PRJ-068,Electrical clarification item 1344,Electrical,2023-04-09,2023-04-16,2023-04-27,Answered,18,Owner,33800,8,High
RFI-01345,PRJ-068,Architectural clarification item 1345,Architectural,2024-09-21,2024-09-28,2024-10-05,Closed,14,Owner,0,0,High
RFI-01346,PRJ-068,Mechanical clarification item 1346,Mechanical,2023-06-22,2023-06-29,2023-07-15,Answered,23,Owner,0,0,High
RFI-01347,PRJ-068,Mechanical clarification item 1347,Mechanical,2023-12-12,2023-12-19,2023-12-27,Answered,15,Designer,37500,4,High
RFI-01348,PRJ-068,Structural clarification item 1348,Structural,2023-02-23,2023-02-26,2023-03-06,Answered,11,Contractor,10700,3,Critical
RFI-01349,PRJ-068,Mechanical clarification item 1349,Mechanical,2022-10-09,2022-10-19,,open,,Designer,0,0,Normal
RFI-01350,PRJ-068,Civil clarification item 1350,Civil,2023-04-22,2023-05-06,2023-05-22,Answered,30,Designer,0,0,Low
RFI-01351,PRJ-068,Structural clarification item 1351,Structural,2023-04-04,2023-04-14,2023-04-13,Answered,9,Designer,0,0,Normal
RFI-01352,PRJ-068,Architectural clarification item 1352,Architectural,2024-09-08,2024-09-22,2024-10-13,Closed,35,Owner,0,0,Low
RFI-01353,PRJ-068,Civil clarification item 1353,Civil,2023-02-01,2023-02-11,2023-02-19,Answered,18,Designer,17300,10,Normal
RFI-01354,PRJ-069,Structural clarification item 1354,Structural,2024-12-16,2024-12-26,,Open,,Owner,0,0,Normal
RFI-01355,PRJ-069,Fire Protection clarification item 1355,Fire Protection,2025-12-10,2025-12-20,2026-01-09,Answered,30,Designer,0,0,Normal
RFI-01356,PRJ-069,Civil clarification item 1356,Civil,2025-06-04,2025-06-14,2025-06-24,Answered,20,Contractor,0,0,Normal
RFI-01357,PRJ-069,Structural clarification item 1357,Structural,2025-02-14,2025-02-24,2025-03-18,Answered,32,Contractor,0,0,Normal
RFI-01358,PRJ-069,Structural clarification item 1358,Structural,2025-01-01,2025-01-11,2025-01-25,Answered,24,Contractor,0,0,Normal
RFI-01359,PRJ-069,Mechanical clarification item 1359,Mechanical,2024-11-26,2024-12-06,2024-12-10,Answered,14,Designer,0,0,Normal
RFI-01360,PRJ-069,Electrical clarification item 1360,Electrical,2025-01-29,2025-02-08,2025-02-18,Closed,20,Designer,40300,4,Normal
RFI-01361,PRJ-069,Civil clarification item 1361,Civil,2025-06-08,2025-06-18,2025-07-09,Answered,31,Contractor,0,0,Normal
RFI-01362,PRJ-069,Architectural clarification item 1362,Architectural,2025-03-10,2025-03-17,2025-03-24,Answered,14,Contractor,7400,0,High
RFI-01363,PRJ-069,Architectural clarification item 1363,Architectural,2025-03-08,2025-03-18,2025-03-27,Closed,19,Designer,0,0,Normal
