Performance_Record_ID,Project_ID,Reporting_Date,Planned_Value,Earned_Value,Actual_Cost,Percent_Complete,Committed_Cost,Contingency_Used,Forecast_End_Date,Open_RFI_Count,Pending_CO_Value,Approved_CO_Value
PERF-000708,PRJ-031,2024-01-31,14829600,15252700,18032500,100.0,18938700,941200,2024-06-07,3,242300,0
PERF-000709,PRJ-031,2024-02-29,15029900,15252700,18032500,100.0,18938700,941200,2024-06-07,3,242300,0
PERF-000710,PRJ-031,2024-03-31,15175900,15252700,18292500,100.0,18938700,944100,2024-06-07,3,242300,0
PERF-000711,PRJ-031,2024-04-30,15245500,15252700,18292500,100.0,18938700,944100,2024-06-07,3,242300,0
PERF-000712,PRJ-031,2024-05-31,15252700,15252700,18410900,100.0,18963200,944100,2024-06-07,3,242300,0
PERF-000713,PRJ-031,2024-06-30,15252700,15252700,18410900,100.0,18963200,944100,2024-06-07,4,242300,8400
PERF-000714,PRJ-032,2023-02-28,114100,99100,105900,0.1,30222900,785900,2025-04-19,0,0,0
PERF-000715,PRJ-032,2023-03-31,1425900,1240700,1348800,0.7,30222900,785900,2025-04-19,0,0,0
PERF-000716,PRJ-032,2023-04-30,4001600,3488500,3733900,2.1,46773400,785900,2025-04-19,0,0,0
PERF-000717,PRJ-032,2023-05-31,7895500,6897500,7443400,4.1,55561000,785900,2025-04-19,0,0,0
PERF-000718,PRJ-032,2023-06-30,12743800,11156600,12205100,6.7,55561000,1388400,2025-04-21,1,0,0
PERF-000719,PRJ-032,2023-07-31,18752300,16454900,17829200,9.9,55561000,1781000,2025-04-23,0,0,2701300
PERF-000720,PRJ-032,2023-08-31,25656300,22568600,24206000,13.6,71979800,1781000,2025-04-26,3,0,2925000
PERF-000721,PRJ-032,2023-09-30,33076600,29169500,31881900,17.5,71979800,2128600,2025-04-29,2,0,3954000
PERF-000722,PRJ-032,2023-10-31,41390500,36602600,40324500,22.0,71979800,2619300,2025-05-02,3,0,3954000
PERF-000723,PRJ-032,2023-11-30,49948900,44297600,48019400,26.6,75610900,2846700,2025-05-05,3,0,3954000
PERF-000724,PRJ-032,2023-12-31,59205100,52672300,59640800,31.6,104195700,3549400,2025-05-09,3,0,4302800
PERF-000725,PRJ-032,2024-01-31,68761200,61380800,68840000,36.9,110789400,3789800,2025-05-13,3,0,4302800
PERF-000726,PRJ-032,2024-02-29,77865200,69743000,78239700,41.9,119472500,4190000,2025-05-16,3,0,4302800
PERF-000727,PRJ-032,2024-03-31,87658600,78820100,88784500,47.3,119472500,4301800,2025-05-20,3,0,4302800
PERF-000728,PRJ-032,2024-04-30,97085400,87650400,99252300,52.7,151490600,4738800,2025-05-24,3,0,4302800
PERF-000729,PRJ-032,2024-05-31,106656600,96727500,110197200,58.1,161066500,4833200,2025-05-28,3,0,4302800
PERF-000730,PRJ-032,2024-06-30,115642300,105374900,116605200,63.3,161066500,5108200,2025-06-01,5,0,4302800
PERF-000731,PRJ-032,2024-07-31,124523900,114074100,128856700,68.5,161066500,6056500,2025-06-05,3,0,4302800
PERF-000732,PRJ-032,2024-08-31,132876000,122436400,139927100,73.5,167013100,6241200,2025-06-08,3,0,4508900
PERF-000733,PRJ-032,2024-09-30,140340900,130116400,145744600,78.2,169217200,6715000,2025-06-12,3,0,4508900
PERF-000734,PRJ-032,2024-10-31,147298500,137531000,159026400,82.6,198263700,6715000,2025-06-13,4,0,4831000
PERF-000735,PRJ-032,2024-11-30,153187700,144110900,167279000,86.6,198263700,7339700,2025-06-13,4,0,4831000
PERF-000736,PRJ-032,2024-12-31,158283600,150199800,170553900,90.2,198263700,7339700,2025-06-13,3,0,4831000
PERF-000737,PRJ-032,2025-01-31,162254200,155470100,179328800,93.4,198263700,7339700,2025-06-13,3,0,4831000
PERF-000738,PRJ-032,2025-02-28,164772900,159445800,188623600,95.8,202841800,7720600,2025-06-13,5,0,4831000
PERF-000739,PRJ-032,2025-03-31,166268400,162888700,190614400,97.8,202841800,7720600,2025-06-13,3,0,4831000
PERF-000740,PRJ-032,2025-04-30,166470500,165172500,190614400,99.2,202841800,7844400,2025-06-13,3,0,4831000
PERF-000741,PRJ-032,2025-05-31,166470500,166354300,195288100,99.9,202841800,7844400,2025-06-13,3,0,4831000
PERF-000742,PRJ-032,2025-06-30,166470500,166470500,195288100,100.0,202841800,8023600,2025-06-13,4,0,4831000
PERF-000743,PRJ-033,2023-05-31,390800,419500,423100,0.1,62051000,0,2025-09-11,0,0,0
PERF-000744,PRJ-033,2023-06-30,2712700,2909700,2980800,1.0,64602600,967200,2025-09-11,0,0,0
PERF-000745,PRJ-033,2023-07-31,7163300,7676000,7975900,2.6,64602600,2843200,2025-09-11,0,0,0
PERF-000746,PRJ-033,2023-08-31,13530000,14483400,15366100,4.9,70570100,2843200,2025-09-11,0,0,0
PERF-000747,PRJ-033,2023-09-30,21354800,22835600,24098600,7.7,86705400,2924800,2025-09-10,0,0,0
PERF-000748,PRJ-033,2023-10-31,30993400,33104600,35209700,11.1,86705400,2924800,2025-09-09,0,0,0
PERF-000749,PRJ-033,2023-11-30,41664900,44450800,46500700,14.9,132881200,3134500,2025-09-07,0,0,0
PERF-000750,PRJ-033,2023-12-31,53914600,57445500,59190200,19.3,142819000,4456600,2025-09-06,0,0,0
PERF-000751,PRJ-033,2024-01-31,67237900,71543600,75243500,24.1,142819000,4502000,2025-09-04,0,0,0
PERF-000752,PRJ-033,2024-02-29,80522400,85562700,88727000,28.8,155960200,5462400,2025-09-02,1,0,0
PERF-000753,PRJ-033,2024-03-31,95438900,101256400,107370900,34.1,155960200,7706600,2025-08-31,1,0,0
PERF-000754,PRJ-033,2024-04-30,110421100,116965200,123845600,39.3,195122000,8895600,2025-08-29,0,0,5891700
PERF-000755,PRJ-033,2024-05-31,126301800,133551500,140590100,44.9,226731400,10194500,2025-08-27,0,0,5891700
PERF-000756,PRJ-033,2024-06-30,141897400,149768100,158321600,50.4,226731400,10194500,2025-08-25,0,0,5891700
PERF-000757,PRJ-033,2024-07-31,158081500,166839700,178838500,56.1,231077200,10493700,2025-08-23,0,0,5891700
PERF-000758,PRJ-033,2024-08-31,174166400,185218300,200037200,62.3,248557500,12872900,2025-08-21,2,0,7224000
PERF-000759,PRJ-033,2024-09-30,189477400,202591200,216706100,68.1,258997300,12872900,2025-08-18,0,0,7224000
PERF-000760,PRJ-033,2024-10-31,204869000,219911200,230135400,74.0,316427400,13925400,2025-08-16,0,0,7224000
PERF-000761,PRJ-033,2024-11-30,219189100,235864000,249275300,79.3,319523900,14605300,2025-08-14,1,0,7224000
PERF-000762,PRJ-033,2024-12-31,233226400,251307800,262393800,84.5,319803400,14605300,2025-08-14,1,0,7224000
PERF-000763,PRJ-033,2025-01-31,246322200,265484800,282770300,89.3,326234400,14954600,2025-08-14,0,0,7224000
PERF-000764,PRJ-033,2025-02-28,257199400,277025400,284119000,93.2,326234400,17024500,2025-08-14,0,644200,7224000
PERF-000765,PRJ-033,2025-03-31,268031800,288208200,296684400,96.9,326234400,17544200,2025-08-14,1,644200,7224000
PERF-000766,PRJ-033,2025-04-30,277148200,297242700,306723800,100.0,326234400,17544200,2025-08-14,0,644200,7224000
PERF-000767,PRJ-033,2025-05-31,284990200,297370800,306723800,100.0,326234400,18207900,2025-08-14,1,644200,7224000
PERF-000768,PRJ-033,2025-06-30,290893000,297370800,306723800,100.0,326234400,18207900,2025-08-14,0,644200,7224000
PERF-000769,PRJ-033,2025-07-31,295084000,297370800,312104000,100.0,326234400,18207900,2025-08-14,0,644200,7224000
PERF-000770,PRJ-033,2025-08-31,297166200,297370800,312104000,100.0,326234400,18207900,2025-08-14,1,644200,7224000
PERF-000771,PRJ-034,2022-01-31,4564500,4266100,4865700,7.1,15826800,434900,2024-06-12,0,0,0
PERF-000772,PRJ-034,2022-02-28,6017200,5628400,6480900,9.4,21442900,528000,2024-06-13,0,0,0
PERF-000773,PRJ-034,2022-03-31,7811600,7313800,8212900,12.2,23800300,739000,2024-06-15,0,0,929800
PERF-000774,PRJ-034,2022-04-30,9716800,9106300,10304200,15.2,25061200,879200,2024-06-16,0,0,929800
PERF-000775,PRJ-034,2022-05-31,11840800,11108500,12774600,18.5,29270000,1147900,2024-06-18,1,0,1916400
PERF-000776,PRJ-034,2022-06-30,14028700,13175000,14785500,22.0,33454700,1147900,2024-06-19,1,114900,1916400
PERF-000777,PRJ-034,2022-07-31,16407500,15426800,17726800,25.7,33454700,1511700,2024-06-21,1,114900,1916400
PERF-000778,PRJ-034,2022-08-31,18887000,17779600,20668500,29.6,33454700,1511700,2024-06-23,1,114900,1916400
PERF-000779,PRJ-034,2022-09-30,21364300,20136400,23100100,33.6,40968600,1735100,2024-06-25,1,114900,1916400
PERF-000780,PRJ-034,2022-10-31,23985600,22637400,25648900,37.7,43368600,1786700,2024-06-27,2,114900,1916400
PERF-000781,PRJ-034,2022-11-30,26563900,25105100,28936700,41.9,47090700,1823000,2024-06-29,2,114900,1916400
PERF-000782,PRJ-034,2022-12-31,29252100,27687000,32303700,46.2,47090700,2182300,2024-07-01,2,114900,1916400
PERF-000783,PRJ-034,2023-01-31,31945600,30284400,36487700,50.5,54459300,2378400,2024-07-03,2,114900,2026300
PERF-000784,PRJ-034,2023-02-28,34367000,32629200,38913700,54.4,55477600,2463600,2024-07-05,2,114900,2026300
PERF-000785,PRJ-034,2023-03-31,37017200,35208000,41617200,58.7,55477600,2463600,2024-07-07,2,114900,2026300
PERF-000786,PRJ-034,2023-04-30,39533700,37670400,45542500,62.8,63723200,2562100,2024-07-09,2,114900,2195200
PERF-000787,PRJ-034,2023-05-31,42065400,40163700,49039800,67.0,63723200,2872000,2024-07-11,2,114900,2195200
PERF-000788,PRJ-034,2023-06-30,44431000,42511000,50949100,70.9,64216500,2905900,2024-07-13,2,114900,2195200
PERF-000789,PRJ-034,2023-07-31,46769400,44851700,53614800,74.8,67335200,2935600,2024-07-15,2,114900,2195200
PERF-000790,PRJ-034,2023-08-31,48980800,47089200,56263600,78.5,73818200,3254800,2024-07-16,2,114900,2195200
PERF-000791,PRJ-034,2023-09-30,50981800,49139700,58203400,81.9,73818200,3254800,2024-07-17,2,114900,2195200
PERF-000792,PRJ-034,2023-10-31,52886900,51123200,61846500,85.2,73818200,3254800,2024-07-17,3,114900,2195200
PERF-000793,PRJ-034,2023-11-30,54555300,52895500,63302300,88.2,73818200,3359000,2024-07-17,2,114900,2195200
PERF-000794,PRJ-034,2023-12-31,56079200,54557800,65723600,91.0,74425500,3614600,2024-07-17,2,114900,2195200
PERF-000795,PRJ-034,2024-01-31,57380700,56031100,66440900,93.4,74425500,3731200,2024-07-17,2,114900,2195200
PERF-000796,PRJ-034,2024-02-29,58379800,57222900,71217100,95.4,76890300,3803800,2024-07-17,2,388000,2195200
PERF-000797,PRJ-034,2024-03-31,59195900,58281200,72183100,97.2,76890300,3899800,2024-07-17,2,388000,2195200
PERF-000798,PRJ-034,2024-04-30,59720100,59077100,73042200,98.5,76890300,3899800,2024-07-17,2,388000,2424200
PERF-000799,PRJ-034,2024-05-31,59968400,59646700,73042200,99.4,76890300,4126800,2024-07-17,3,388000,2424200
PERF-000800,PRJ-034,2024-06-30,59981900,59937200,73796300,99.9,76890300,4126800,2024-07-17,2,388000,2424200
PERF-000801,PRJ-034,2024-07-31,59981900,59981900,74482300,100.0,76890300,4126800,2024-07-17,5,388000,2424200
PERF-000802,PRJ-035,2022-10-31,310000,270400,281700,0.2,40219300,437200,2024-09-15,0,0,0
PERF-000803,PRJ-035,2022-11-30,2140600,1871000,1931000,1.2,40219300,508600,2024-09-15,1,0,0
PERF-000804,PRJ-035,2022-12-31,5619300,4922500,5223700,3.1,41751200,529000,2024-09-15,2,0,0
PERF-000805,PRJ-035,2023-01-31,10547500,9261200,9777100,5.8,43938100,712300,2024-09-17,2,0,0
PERF-000806,PRJ-035,2023-02-28,16106800,14174600,15144000,8.9,43938100,779600,2024-09-19,2,0,164400
PERF-000807,PRJ-035,2023-03-31,23336200,20591500,21821000,12.9,59717700,779600,2024-09-21,4,0,164400
PERF-000808,PRJ-035,2023-04-30,31256600,27656400,29401100,17.3,71017500,1051800,2024-09-24,1,0,164400
PERF-000809,PRJ-035,2023-05-31,40235100,35709400,38746200,22.4,71017500,1312900,2024-09-27,1,0,164400
PERF-000810,PRJ-035,2023-06-30,49538100,44105400,47122400,27.7,76169600,1580400,2024-09-30,2,0,164400
PERF-000811,PRJ-035,2023-07-31,59624800,53273200,57719100,33.4,93015000,1862800,2024-10-04,1,0,164400
PERF-000812,PRJ-035,2023-08-31,70029200,62807800,68899500,39.4,107360300,2382800,2024-10-08,2,0,164400
PERF-000813,PRJ-035,2023-09-30,80244400,72257500,80741000,45.3,112221300,2382800,2024-10-11,2,0,164400
PERF-000814,PRJ-035,2023-10-31,90790600,82121100,88674600,51.5,114515600,2496300,2024-10-15,1,0,164400
PERF-000815,PRJ-035,2023-11-30,100833000,91636900,98390500,57.5,137466400,2596300,2024-10-19,2,0,164400
PERF-000816,PRJ-035,2023-12-31,110880200,101308200,111127400,63.5,159557500,3167400,2024-10-23,2,0,534200
PERF-000817,PRJ-035,2024-01-31,120428300,110682200,123115600,69.4,169014300,3307200,2024-10-26,1,0,534200
PERF-000818,PRJ-035,2024-02-29,128761800,119062900,132243200,74.7,177331600,3585600,2024-10-30,1,0,534200
PERF-000819,PRJ-035,2024-03-31,136873600,127478900,141359800,79.9,177331600,3770700,2024-11-02,1,0,1487900
PERF-000820,PRJ-035,2024-04-30,143787700,134965500,149166300,84.6,177331600,4060700,2024-11-02,1,0,1487900
PERF-000821,PRJ-035,2024-05-31,149803800,141890700,157929800,89.0,182815600,4060700,2024-11-02,2,0,1487900
PERF-000822,PRJ-035,2024-06-30,154379700,147682400,166796400,92.6,185507300,4621400,2024-11-02,1,0,1487900
PERF-000823,PRJ-035,2024-07-31,157659300,152595800,171732200,95.7,185507300,4621400,2024-11-02,3,0,1487900
PERF-000824,PRJ-035,2024-08-31,159302700,156286900,176908400,98.0,185921300,4621400,2024-11-02,1,0,1487900
PERF-000825,PRJ-035,2024-09-30,159465200,158568600,180181400,99.4,186636200,4738600,2024-11-02,2,0,1487900
PERF-000826,PRJ-035,2024-10-31,159465200,159461800,180181400,100.0,186636200,4962000,2024-11-02,1,0,1487900
PERF-000827,PRJ-035,2024-11-30,159465200,159465200,180980800,100.0,186636200,5005700,2024-11-02,1,0,1487900
PERF-000828,PRJ-036,2024-07-31,10700,10100,10700,0.1,2487900,21900,2026-09-19,1,0,0
PERF-000829,PRJ-036,2024-08-31,119000,112800,117200,0.8,3868500,21900,2026-09-19,1,0,0
PERF-000830,PRJ-036,2024-09-30,327800,310900,328500,2.3,3868500,21900,2026-09-19,2,0,24400
PERF-000831,PRJ-036,2024-10-31,641600,609000,631700,4.6,3868500,121700,2026-09-19,1,0,24400
PERF-000832,PRJ-036,2024-11-30,1031300,979700,1036900,7.3,3870600,121700,2026-09-20,1,0,24400
PERF-000833,PRJ-036,2024-12-31,1513400,1439000,1506800,10.8,3870600,167400,2026-09-21,1,0,71400
PERF-000834,PRJ-036,2025-01-31,2066700,1967000,2100200,14.7,5164400,167400,2026-09-22,1,0,71400
PERF-000835,PRJ-036,2025-02-28,2619800,2495800,2631700,18.7,6565600,167400,2026-09-23,2,0,71400
PERF-000836,PRJ-036,2025-03-31,3282300,3130300,3311600,23.5,6845600,175000,2026-09-24,2,0,71400
PERF-000837,PRJ-036,2025-04-30,3964700,3785500,4047300,28.4,6845600,231800,2026-09-26,1,0,132200
PERF-000838,PRJ-036,2025-05-31,4703400,4496400,4732700,33.7,7208100,317300,2026-09-27,1,0,132200
PERF-000839,PRJ-036,2025-06-30,5441700,5208900,5632000,39.0,9381600,317300,2026-09-29,2,0,139900
PERF-000840,PRJ-036,2025-07-31,6219400,5962000,6327500,44.7,10225200,341400,2026-09-30,2,0,162000
PERF-000841,PRJ-036,2025-08-31,7002600,6723300,7160600,50.4,10849200,366400,2026-10-02,1,0,162000
PERF-000842,PRJ-036,2025-09-30,7756900,7459600,7944400,55.9,11383400,458400,2026-10-03,2,0,162000
PERF-000843,PRJ-036,2025-10-31,8523100,8211400,8828500,61.5,12674600,458400,2026-10-05,2,0,366500
PERF-000844,PRJ-036,2025-11-30,9242800,8921800,9582600,66.8,12674600,493200,2026-10-06,1,0,366500
PERF-000845,PRJ-036,2025-12-31,9954800,9629800,10410300,72.1,12674600,559200,2026-10-08,2,0,366500
PERF-000846,PRJ-037,2022-10-31,156600,151800,155300,0.2,11415700,311400,2025-01-11,0,0,0
PERF-000847,PRJ-037,2022-11-30,900700,873500,890900,1.1,16296600,318100,2025-01-11,1,197600,0
PERF-000848,PRJ-037,2022-12-31,2267600,2200000,2229000,2.7,16296600,614400,2025-01-11,1,197600,0
PERF-000849,PRJ-037,2023-01-31,4190400,4067400,4197100,5.0,27513000,974300,2025-01-11,1,197600,0
PERF-000850,PRJ-037,2023-02-28,6361400,6177500,6344800,7.6,27513000,974300,2025-01-11,1,197600,0
PERF-000851,PRJ-037,2023-03-31,9197700,8936400,9248600,11.0,31513000,974300,2025-01-12,1,197600,0
PERF-000852,PRJ-037,2023-04-30,12327900,11983800,12274200,14.7,31513000,1125800,2025-01-12,3,197600,0
PERF-000853,PRJ-037,2023-05-31,15909600,15474400,15808900,19.0,31513000,1139400,2025-01-13,1,197600,0
PERF-000854,PRJ-037,2023-06-30,19663000,19136400,19750700,23.5,39332300,1327000,2025-01-14,2,197600,0
PERF-000855,PRJ-037,2023-07-31,23787500,23165500,24387000,28.4,44103500,1640900,2025-01-15,1,197600,0
PERF-000856,PRJ-037,2023-08-31,28110300,27394200,28347000,33.6,44103500,2005400,2025-01-15,1,197600,0
PERF-000857,PRJ-037,2023-09-30,32433100,31629500,32837200,38.8,47725900,2146000,2025-01-16,1,197600,460000
PERF-000858,PRJ-037,2023-10-31,36993200,36105300,37991500,44.3,55481200,2473400,2025-01-17,3,786500,460000
PERF-000859,PRJ-037,2023-11-30,41447700,40486200,42062400,49.6,57119600,2724500,2025-01-18,1,786500,460000
PERF-000860,PRJ-037,2023-12-31,46042700,45015800,47413200,55.2,66339400,3012900,2025-01-19,1,786500,460000
PERF-000861,PRJ-037,2024-01-31,50577800,49498700,51705500,60.7,66339400,3012900,2025-01-20,2,786500,460000
PERF-000862,PRJ-037,2024-02-29,54719800,53605900,55997800,65.7,67404900,3595500,2025-01-21,2,786500,460000
PERF-000863,PRJ-037,2024-03-31,58990400,57856700,61366600,70.9,75919300,3757000,2025-01-22,3,786500,460000
PERF-000864,PRJ-037,2024-04-30,62920500,61787000,66658200,75.8,79123600,4130500,2025-01-22,2,786500,460000
PERF-000865,PRJ-037,2024-05-31,66721300,65610200,69312200,80.4,88744300,4130500,2025-01-23,2,786500,460000
PERF-000866,PRJ-037,2024-06-30,70098900,69033100,75181700,84.6,91486500,4130500,2025-01-23,2,786500,460000
PERF-000867,PRJ-037,2024-07-31,73227400,72235500,76107900,88.6,91486500,4518200,2025-01-23,2,786500,460000
PERF-000868,PRJ-037,2024-08-31,75936600,75048300,81166000,92.0,91486500,4954800,2025-01-23,2,843200,460000
PERF-000869,PRJ-037,2024-09-30,78110000,77352400,81749100,94.8,91486500,5003100,2025-01-23,2,843200,460000
PERF-000870,PRJ-037,2024-10-31,79841500,79253000,83986100,97.2,91486500,5003100,2025-01-23,2,843200,460000
PERF-000871,PRJ-037,2024-11-30,80970600,80580800,87665400,98.8,91486500,5003100,2025-01-23,3,843200,460000
PERF-000872,PRJ-037,2024-12-31,81521900,81375900,87665400,99.8,91486500,5003100,2025-01-23,3,843200,460000
PERF-000873,PRJ-037,2025-01-31,81557700,81557700,87724100,100.0,91486500,5131900,2025-01-23,3,843200,460000
PERF-000874,PRJ-038,2022-06-30,39700,29300,32400,0.1,4908700,47900,2024-02-20,1,0,0
PERF-000875,PRJ-038,2022-07-31,360900,267600,285900,1.2,5753000,97800,2024-02-20,1,0,0
PERF-000876,PRJ-038,2022-08-31,975100,727100,784600,3.3,6983400,97800,2024-02-20,1,0,0
PERF-000877,PRJ-038,2022-09-30,1815500,1361500,1497100,6.1,6983400,173200,2024-02-23,0,0,0
PERF-000878,PRJ-038,2022-10-31,2904100,2191500,2432700,9.8,7271000,173200,2024-02-27,1,0,0
PERF-000879,PRJ-038,2022-11-30,4137700,3143000,3458900,14.1,8307100,181600,2024-03-04,1,0,0
PERF-000880,PRJ-038,2022-12-31,5564700,4257800,4581600,19.1,10924700,263300,2024-03-10,2,45500,0
PERF-000881,PRJ-038,2023-01-31,7111700,5484400,6061400,24.6,11804600,383800,2024-03-17,1,45500,70400
PERF-000882,PRJ-038,2023-02-28,8582800,6670000,7371300,29.9,13888400,390400,2024-03-24,1,45500,70400
PERF-000883,PRJ-038,2023-03-31,10261100,8048300,9113200,36.1,13888400,390400,2024-04-01,2,45500,70400
PERF-000884,PRJ-038,2023-04-30,11902900,9427500,10524100,42.3,15477400,482200,2024-04-08,1,45500,70400
PERF-000885,PRJ-038,2023-05-31,13583400,10878200,12197800,48.8,17909600,514600,2024-04-17,2,105000,70400
PERF-000886,PRJ-038,2023-06-30,15161600,12286100,14042000,55.2,19399900,568400,2024-04-25,1,105000,70400
PERF-000887,PRJ-038,2023-07-31,16708600,13723400,15891200,61.6,22029600,738900,2024-05-03,2,105000,70400
PERF-000888,PRJ-038,2023-08-31,18135600,15121100,17345700,67.9,22029600,789600,2024-05-11,1,105000,135600
PERF-000889,PRJ-038,2023-09-30,19369200,16415000,19374500,73.7,24981100,789600,2024-05-18,1,105000,135600
PERF-000890,PRJ-038,2023-10-31,20457800,17670000,20442600,79.3,24981100,875800,2024-05-25,1,105000,135600
PERF-000891,PRJ-038,2023-11-30,21298200,18784300,21577600,84.3,25643100,959300,2024-05-26,1,105000,135600
PERF-000892,PRJ-038,2023-12-31,21912400,19810700,23512000,88.9,27227700,959300,2024-05-26,1,105000,135600
PERF-000893,PRJ-038,2024-01-31,22233600,20688100,24048700,92.9,27227700,994600,2024-05-26,2,105000,174000
PERF-000894,PRJ-038,2024-02-29,22273300,21354400,24677800,95.9,27227700,1043400,2024-05-26,2,155600,174000
PERF-000895,PRJ-038,2024-03-31,22273300,21880500,26138000,98.2,27405500,1045900,2024-05-26,3,155600,174000
PERF-000896,PRJ-038,2024-04-30,22273300,22186100,26312800,99.6,27405500,1045900,2024-05-26,4,155600,174000
PERF-000897,PRJ-038,2024-05-31,22273300,22273300,26865200,100.0,27671200,1045900,2024-05-26,3,155600,174000
PERF-000898,PRJ-039,2022-05-31,53000,46100,48800,0.1,9926300,16800,2024-02-19,2,0,0
PERF-000899,PRJ-039,2022-06-30,507300,441800,454400,1.2,10871300,281000,2024-02-19,0,0,0
PERF-000900,PRJ-039,2022-07-31,1424100,1243300,1328600,3.3,10871300,281000,2024-02-19,0,0,0
PERF-000901,PRJ-039,2022-08-31,2745100,2403000,2560100,6.4,11687100,281000,2024-02-21,1,0,0
PERF-000902,PRJ-039,2022-09-30,4360400,3827600,4016100,10.2,11687100,281000,2024-02-23,0,0,0
PERF-000903,PRJ-039,2022-10-31,6327800,5571700,5890200,14.8,14832000,464200,2024-02-26,0,0,0
PERF-000904,PRJ-039,2022-11-30,8473000,7484400,7863200,19.9,17248000,464200,2024-02-29,0,0,0
PERF-000905,PRJ-039,2022-12-31,10889300,9653000,10051300,25.7,18686200,530900,2024-03-03,0,0,0
PERF-000906,PRJ-039,2023-01-31,13457800,11976100,12531200,31.8,22545300,530900,2024-03-07,1,0,60400
PERF-000907,PRJ-039,2023-02-28,15866300,14172900,15122000,37.7,22548000,541300,2024-03-10,1,0,120800
PERF-000908,PRJ-039,2023-03-31,18583700,16675900,18012200,44.3,27316500,634400,2024-03-14,2,0,269200
PERF-000909,PRJ-039,2023-04-30,21217900,19131700,20335700,50.9,31405200,1006700,2024-03-18,1,0,269200
PERF-000910,PRJ-039,2023-05-31,23894800,21663500,23267400,57.6,31405200,1006700,2024-03-22,1,0,269200
PERF-000911,PRJ-039,2023-06-30,26394200,24069800,26227200,64.0,34555800,1006700,2024-03-26,2,0,269200
PERF-000912,PRJ-039,2023-07-31,28832900,26470700,28491600,70.4,37746000,1191800,2024-03-29,4,0,269200
PERF-000913,PRJ-039,2023-08-31,31074900,28743700,31050100,76.4,41197900,1191800,2024-04-02,2,0,269200
PERF-000914,PRJ-039,2023-09-30,33009100,30782800,34069600,81.9,42871500,1279800,2024-04-04,2,0,269200
PERF-000915,PRJ-039,2023-10-31,34714900,32683700,35834300,86.9,42871500,1576900,2024-04-04,2,0,433900
PERF-000916,PRJ-039,2023-11-30,36034500,34285300,37032600,91.2,42871500,1576900,2024-04-04,3,0,433900
PERF-000917,PRJ-039,2023-12-31,37006300,35654300,38949500,94.8,42871500,1576900,2024-04-04,3,0,433900
PERF-000918,PRJ-039,2024-01-31,37529400,36691700,40684000,97.6,42950300,1576900,2024-04-04,3,0,433900
PERF-000919,PRJ-039,2024-02-29,37607400,37325300,40684000,99.2,42950300,1576900,2024-04-04,2,59200,433900
PERF-000920,PRJ-039,2024-03-31,37607400,37603600,41506600,100.0,42950300,1597400,2024-04-04,3,59200,433900
PERF-000921,PRJ-039,2024-04-30,37607400,37607400,42019900,100.0,43280500,1597400,2024-04-04,2,59200,433900
PERF-000922,PRJ-040,2022-10-31,56600,49600,53800,0.1,20785600,90100,2025-06-20,0,0,0
PERF-000923,PRJ-040,2022-11-30,547800,480500,521800,0.5,20785600,168100,2025-06-20,0,0,0
PERF-000924,PRJ-040,2022-12-31,1556900,1367700,1448700,1.5,20785600,348900,2025-06-20,0,0,492100
PERF-000925,PRJ-040,2023-01-31,3040400,2675000,2850900,2.9,24964500,442300,2025-06-20,0,0,492100
PERF-000926,PRJ-040,2023-02-28,4758300,4192600,4522200,4.5,24964500,442300,2025-06-21,0,0,492100
PERF-000927,PRJ-040,2023-03-31,7046100,6218800,6605900,6.7,24964500,637300,2025-06-23,1,0,492100
PERF-000928,PRJ-040,2023-04-30,9613400,8499200,9023800,9.2,34444000,678100,2025-06-25,1,0,492100
PERF-000929,PRJ-040,2023-05-31,12596700,11157300,12176300,12.1,35692600,786400,2025-06-27,1,0,492100
PERF-000930,PRJ-040,2023-06-30,15770300,13994400,15349700,15.2,42042100,1039900,2025-06-30,1,0,492100
PERF-000931,PRJ-040,2023-07-31,19311000,17171300,18877300,18.6,42042100,1039900,2025-07-03,3,0,492100
PERF-000932,PRJ-040,2023-08-31,23082000,20568300,22955200,22.3,42042100,1043100,2025-07-06,2,0,492100
PERF-000933,PRJ-040,2023-09-30,26917000,24037900,26059300,26.1,47126400,1308000,2025-07-09,2,0,492100
PERF-000934,PRJ-040,2023-10-31,31037000,27782900,30979800,30.1,52362300,1308000,2025-07-12,2,0,492100
PERF-000935,PRJ-040,2023-11-30,35142800,31534500,35218600,34.2,60669400,1498800,2025-07-16,2,0,492100
PERF-000936,PRJ-040,2023-12-31,39473400,35514300,39756300,38.5,67302900,1689200,2025-07-19,2,0,492100
PERF-000937,PRJ-040,2024-01-31,43858200,39570000,44207100,42.9,67302900,1803200,2025-07-23,2,0,492100
PERF-000938,PRJ-040,2024-02-29,47977400,43406900,47624400,47.0,67302900,1969500,2025-07-26,3,0,492100
PERF-000939,PRJ-040,2024-03-31,52365500,47526400,53460500,51.5,70345500,2289500,2025-07-30,3,0,492100
PERF-000940,PRJ-040,2024-04-30,56564200,51504000,57753300,55.8,70627500,2302900,2025-08-03,2,0,492100
PERF-000941,PRJ-040,2024-05-31,60818700,55576300,62057900,60.2,88484400,2530200,2025-08-06,3,0,492100
PERF-000942,PRJ-040,2024-06-30,64821100,59453300,67025700,64.4,92092500,2706800,2025-08-10,4,0,492100
